"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"6125","Major League Soccer","FC Cincinnati","2024","Central Def",-0.16,0.000263326910725771,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,-0.42894240613327
"6126","Major League Soccer","FC Cincinnati","2024","Creator",0.94,0.94,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,2.07519035640634
"6127","Major League Soccer","FC Cincinnati","2024","Finisher",0.37,0.176856796116505,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,0.0510899513277921
"6128","Major League Soccer","FC Cincinnati","2024","Midfielder",-0.07,-0.07,0.099031870632127,0.12,0.418126308052568,0.605065573162188,-0.404260309329486
"6129","Major League Soccer","FC Cincinnati","2024","Wide Def",0.42,0.16288240495137,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,0.650155939600156
"6130","Major League Soccer","FC Dallas","2019","Central Def",6.13,2.64557750980677,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,1.20994396371263
"6131","Major League Soccer","FC Dallas","2019","Creator",2.98,2.98614,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,1.14189381140383
"6132","Major League Soccer","FC Dallas","2019","Deep Midfielder",-1.71,0.249941634241245,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,-0.60997378860137
"6133","Major League Soccer","FC Dallas","2019","Dribbler",5.03,3.50800615858353,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,0.821590407882819
"6134","Major League Soccer","FC Dallas","2019","Finisher",0.2,0.389618705035971,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,-0.626876927877377
"6135","Major League Soccer","FC Dallas","2019","Midfielder",1.42,1.06708708708709,1.10750266902581,0.728947368421053,1.87200581491101,3.65669841179906,-0.0215894532040473
"6136","Major League Soccer","FC Dallas","2019","Wide Def",4.91,2.97564138659159,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,2.26505926018296
"6137","Major League Soccer","FC Dallas","2020","Central Def",2.19,0.804404340646379,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,0.259462989288869
"6138","Major League Soccer","FC Dallas","2020","Creator",0,0,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,-0.532556287203243
"6139","Major League Soccer","FC Dallas","2020","Deep Midfielder",0.61,0.61,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,0.0651683233701553
"6140","Major League Soccer","FC Dallas","2020","Dribbler",1.17,0.9638112,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,0.0627003785683087
"6141","Major League Soccer","FC Dallas","2020","Finisher",1.6,1.41194251274919,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,0.373198317869578
"6142","Major League Soccer","FC Dallas","2020","Midfielder",-1.7,-0.253570116350276,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-0.413611234192441
"6143","Major League Soccer","FC Dallas","2020","Wide Def",0.64,0.767234247234247,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,0.765677580616383
"6144","Major League Soccer","FC Dallas","2021","Central Def",1.6,0.441701474201474,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,-0.398735388075928
"6145","Major League Soccer","FC Dallas","2021","Creator",2.98,2.98,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,1.15540207635389
"6146","Major League Soccer","FC Dallas","2021","Deep Midfielder",-1.2,-0.357431960921144,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,-0.74287060005602
"6147","Major League Soccer","FC Dallas","2021","Dribbler",-1.34,-0.172618254497002,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,-0.689563886968875
"6148","Major League Soccer","FC Dallas","2021","Finisher",5.16,1.85443179765131,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,0.145036908203985
"6149","Major League Soccer","FC Dallas","2021","Midfielder",-1.17,-0.336774736842105,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,-0.702143822890795
"6150","Major League Soccer","FC Dallas","2021","Wide Def",-0.74,0.963395784543326,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,0.153502069790718
"6151","Major League Soccer","FC Dallas","2022","Central Def",1.13,0.662420609202852,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,0.0267271438678479
"6152","Major League Soccer","FC Dallas","2022","Creator",-0.95,0.995880422894641,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,0.0897294596397818
"6153","Major League Soccer","FC Dallas","2022","Deep Midfielder",-0.2,-0.0923575700346239,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,-0.764888103701322
"6154","Major League Soccer","FC Dallas","2022","Dribbler",2.93,1.92232010243278,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,0.561217460714191
"6155","Major League Soccer","FC Dallas","2022","Finisher",3.88,3.37172326690991,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,1.77976773181057
"6156","Major League Soccer","FC Dallas","2022","Midfielder",1.52,0.821524058349662,0.44013078950134,0.1016,1.30523715862943,2.09369426293971,0.292202276288858
"6157","Major League Soccer","FC Dallas","2022","Wide Def",0.76,0.456544398340249,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,-0.711495616486504
"6158","Major League Soccer","FC Dallas","2023","Central Def",2.1,0.868876208590902,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,-0.0134152986251293
"6159","Major League Soccer","FC Dallas","2023","Creator",1.67,1.91589794565938,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,0.177918865414586
"6160","Major League Soccer","FC Dallas","2023","Deep Midfielder",-3.25,-0.268436204514049,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,-0.91422237247425
"6161","Major League Soccer","FC Dallas","2023","Dribbler",1.19,1.19795823665893,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-0.18772455876928
"6162","Major League Soccer","FC Dallas","2023","Finisher",0.33,0.769600929872142,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,-0.155018672846364
"6163","Major League Soccer","FC Dallas","2023","Midfielder",0.79,0.79,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,-0.163278141838036
"6164","Major League Soccer","FC Dallas","2023","Wide Def",-2.01,-0.103764687929193,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-1.17389293632333
"6165","Major League Soccer","FC Dallas","2024","Central Def",-0.03,0.04375,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,-0.158263179761613
"6166","Major League Soccer","FC Dallas","2024","Creator",-0.44,-0.44,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,-1.25590744377125
"6167","Major League Soccer","FC Dallas","2024","Deep Midfielder",0.03,0.033732970027248,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,-0.188054323091393
"6168","Major League Soccer","FC Dallas","2024","Dribbler",-0.85,-0.404452247191011,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,-0.839866518582884
"6169","Major League Soccer","FC Dallas","2024","Finisher",-0.07,-0.07,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,-0.382859106272414
"6170","Major League Soccer","FC Dallas","2024","Midfielder",-0.42,-0.42,0.099031870632127,0.12,0.418126308052568,0.605065573162188,-1.24132794477709
"6171","Major League Soccer","FC Dallas","2024","Wide Def",-0.53,-0.53,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,-2.30085020298574
"6172","Major League Soccer","Houston Dynamo","2019","Central Def",2.04,1.39296092891888,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,0.0724715519272779
"6173","Major League Soccer","Houston Dynamo","2019","Creator",0.53,0.73947313781469,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,-0.324551079375439
"6174","Major League Soccer","Houston Dynamo","2019","Deep Midfielder",-2.52,0.488878101402373,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,-0.484958071284001
"6175","Major League Soccer","Houston Dynamo","2019","Dribbler",0.56,0.358511223087494,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,-0.508042528011043
"6176","Major League Soccer","Houston Dynamo","2019","Finisher",9.9,5.16333814768009,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,1.49517462646051
"6177","Major League Soccer","Houston Dynamo","2019","Midfielder",1.86,1.86,1.10750266902581,0.728947368421053,1.87200581491101,3.65669841179906,0.401973821331296
"6178","Major League Soccer","Houston Dynamo","2019","Wide Def",-1.89,0.0707843137254902,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,-1.10080442455542
"6179","Major League Soccer","Houston Dynamo","2020","Central Def",0.9,1.09238987588221,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,0.710537159453259
"6180","Major League Soccer","Houston Dynamo","2020","Creator",4.9,2.84430858404637,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,1.81078971331659
"6181","Major League Soccer","Houston Dynamo","2020","Deep Midfielder",0.57,0.57,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,0.0175059065880268
"6182","Major League Soccer","Houston Dynamo","2020","Dribbler",-1.43,-0.452345679012346,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,-0.966320975993241
"6183","Major League Soccer","Houston Dynamo","2020","Finisher",1.82,0.742807333934476,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,-0.178395656610894
"6184","Major League Soccer","Houston Dynamo","2020","Midfielder",-0.83,-0.290411889596603,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-0.44201297680032
"6185","Major League Soccer","Houston Dynamo","2020","Wide Def",-0.33,0.236351148851149,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,-0.248187889305296
"6186","Major League Soccer","Houston Dynamo","2021","Central Def",-4.61,0.212743614001892,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,-0.62507240002987
"6187","Major League Soccer","Houston Dynamo","2021","Creator",-0.19,-0.131924119241192,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,-0.752937056510509
"6188","Major League Soccer","Houston Dynamo","2021","Deep Midfielder",-2.35,-1.19092465753425,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,-1.37510599519503
"6189","Major League Soccer","Houston Dynamo","2021","Dribbler",-2.31,0.644350684931507,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,0.00545147327906585
"6190","Major League Soccer","Houston Dynamo","2021","Finisher",2.48,2.48,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,0.473416271250591
"6191","Major League Soccer","Houston Dynamo","2021","Midfielder",1.15,0.978240877452014,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,0.249329733405257
"6192","Major League Soccer","Houston Dynamo","2021","Wide Def",1.4,0.506476814516129,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,-0.375295470679299
"6193","Major League Soccer","Houston Dynamo","2022","Central Def",-0.4,-0.0643701473617493,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,-0.880526737322716
"6194","Major League Soccer","Houston Dynamo","2022","Creator",-1.25,-0.499304960195958,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,-0.752766104576573
"6195","Major League Soccer","Houston Dynamo","2022","Deep Midfielder",-0.37,0.0365942028985507,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,-0.641622728701507
"6196","Major League Soccer","Houston Dynamo","2022","Dribbler",-3.6,-1.6982463253928,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,-1.60983510058883
"6197","Major League Soccer","Houston Dynamo","2022","Finisher",3.11,1.24178832737791,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,0.197559703630819
"6198","Major League Soccer","Houston Dynamo","2022","Midfielder",2.41,2.30065323366916,0.44013078950134,0.1016,1.30523715862943,2.09369426293971,1.42542865246149
"6199","Major League Soccer","Houston Dynamo","2022","Wide Def",-2.12,0.303282601730215,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,-0.913767895531327
"6200","Major League Soccer","Houston Dynamo","2023","Central Def",-0.25,0.142655758338578,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,-0.765265022103222
"6201","Major League Soccer","Houston Dynamo","2023","Creator",-0.18,1.01308078502967,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,-0.246515862428326
"6202","Major League Soccer","Houston Dynamo","2023","Deep Midfielder",-0.13,0.528145140827201,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,-0.225623472398998
"6203","Major League Soccer","Houston Dynamo","2023","Dribbler",0.71,0.4024231678487,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-0.59091114647926
"6204","Major League Soccer","Houston Dynamo","2023","Finisher",-1.32,0.817188224385721,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,-0.124058052114873
"6205","Major League Soccer","Houston Dynamo","2023","Midfielder",6.97,6.97,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,2.8745920822025
"6206","Major League Soccer","Houston Dynamo","2023","Wide Def",-0.91,0.492185883530786,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-0.405670216692414
"6207","Major League Soccer","Houston Dynamo","2024","Central Def",0.07,0.07,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,0.00512779010332413
"6208","Major League Soccer","Houston Dynamo","2024","Creator",-0.76,-0.377692307692308,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,-1.10550670697393
"6209","Major League Soccer","Houston Dynamo","2024","Deep Midfielder",0.58,0.347919375812744,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,1.13136371850708
"6210","Major League Soccer","Houston Dynamo","2024","Dribbler",-0.46,-0.46,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,-0.942043869684246
"6211","Major League Soccer","Houston Dynamo","2024","Finisher",0.26,0.26,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,0.197247219584958
"6212","Major League Soccer","Houston Dynamo","2024","Wide Def",-0.09,-0.09,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,-0.426877515183218
"6213","Major League Soccer","Inter Miami","2020","Central Def",-0.67,0.638655529037391,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,-0.000150770794718153
"6214","Major League Soccer","Inter Miami","2020","Creator",0.93,0.85842803030303,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,0.174678470244555
"6215","Major League Soccer","Inter Miami","2020","Deep Midfielder",0.86,0.427165354330709,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,-0.152690203732408
